lable	test1_a
1	逐渐现出原形
1	有没有可能他们离的相当相当近
1	漂亮有气质不是别人不敢追的主要所在，是看起来又漂亮又精明，他们才不敢追
1	你是不是风象星座
1	知识很恶毒的进入我脑内
0	中国人的人情世故
1	学会了这就实践
1	那个公交车司机的真好！我们这边晚上5点到7点免费做公交我7点零2上车让我交钱我没用过微信支付就一直不知道咋弄结果到下一站司机停下拿着我的手机一步一步的给我弄把钱扫上
1	真有这种十三点样的男的吗？
0	我一个表姐也是，嫁到江西被家暴，离婚离不掉，带了小儿子回来在老家又找了一个，还劝我说不结婚不行……大姐，你也不看看你自己过成什么样子，怎么好意思来劝我啊
1	绝！哈哈哈哈！谢谢你保护了我的乳腺！
1	前面有人评论说地震的时候，震动会让土松动，所以
1	我都把手机亮度调低了
1	姐，你太会说了！虽然没有用骂人的方式，但是我感觉你那样子反而更加让他破防
0	无所谓，我从小就会怼，当时过端午节买粽叶可能我姑姑花了有个二十块钱
1	太温和了你是个很有礼貌的人居然跟他解释
1	我真的服了，当当不一样
1	哇塞真的好浪漫好好看
1	我感觉我可能一个都听不出来一般我被对面“拒绝了”我都会着急然后把东西全办妥再回来
1	科三，每次练习都忘了右转向灯，考试时候刚好有个车停了，我停他后面，就差一个右转弯就过了，但是没打转向，等红绿灯时候，大哥伸了个懒腰我立刻懂了，一次通过
1	好在手术顺利，今早查房看到生命体征一切正常
1	感觉一回头能看见姜哲
1	不错我也喜欢
1	我之前也遇到过，老同学突然加我，巴拉巴拉说了一堆废话，什么以前喜欢我但我有对象啦，真的笑死
1	他的破防真的很标准模板哈哈哈
1	你是没看过凤姐的背影
0	瞅把你给聪明的
1	看他裝逼死撐那破防樣笑死人了
1	我怕你给我一巴掌，回头再告我骚扰
1	知识进入了我的脑子！
1	敲我觉得你回得好好就要用这种无所谓的语气说出来的话杀伤力才够强
1	我第一次知道这玩意儿，从来没留意过下次买来试试
0	这个视频怎么做噢
1	小红书职业技术学院
1	今天中午刚在站看完，更爱水溶了
1	但是太太酸牙了上次含了一分钟满口牙都倒了
1	这种，就当做普通人聊两句就完事儿了，是真的不好接近还是“小孩穿大人衣服”，聊两句就能看出来，就也并没有说聊天也不能聊吧
0	因为想都知道配不上吧
1	每次我妈说不结婚老了没人照顾我的时候，我就和她说你们姐妹三个结婚，伺候了别人一辈子，也没见被人照顾啊
0	还好这个我能听懂
1	喜欢红红的那个，因为比较酸
1	真理，每个人打听多，不是为了让你过得好
1	科学解释的话应该是有电磁场什么的，类似录音机原理。或者回荡声，密闭空间里，声波一直出不去造成。
1	我特别喜欢喝，突然就火了？
0	因为中产以上的男人，从来不缺美女主动搭讪。要是你身边的男人喜欢搭讪，还不敢搭讪美女，考虑下环境？
1	我想到买了一个裤子，自己的问题把裤子弄脏了穿不了了，我就去问客服可不可以少加一点钱给我发一条，客服说“除非产品质量问题我们才可以补发”我就弱弱问了一句那我这个能算产品质量问题吗，客服就立刻给我发了补发的申请我也不知道是不是我会错意了
1	隔这学英语呢
0	说白了就是不好骗
1	公交司机那个，是我的话真的会不想占便宜，真的听不懂暗示我会一直问直到付完钱，我都40了还有救吗很多里面的暗示我都不懂
1	在试图读出这个单词的时候，我的嘴巴自动发出了，是不是捆他的音调
1	悟了以后这么对答案
1	那个公路都是波浪状的了
1	想买一顶这样的假发，姐妹们有推荐吗？
0	龟苓膏加炼乳吧
0	他坐在床边啊没看到这句吗
1	丹丹的模拟卷3
1	我就说嘛，肯定都不是我的问题，是这个答案出问题了
1	公交车那个我真的没听懂之前师傅让我坐我以为是怕我站门口堵着路
1	好好好知识进入了我的脑子
1	可以很好学习了
1	这表情笑死我了
1	我他妈要笑死
1	想回哈哈哈又觉得挺恶心的
1	学习一下避免踩雷
1	就是，我就碰到了，那心思别谈多明显
1	哥们又被骗了
1	你不删他就是在奖励他。现在删除拉黑他，对你很好，但对他就是绝杀。没必要跟这种人浪费一点时间和口舌。
0	啊？作者没歌颂男人搭讪是好事，别误解了
0	记住啦！：捆绑
1	下次先滑倒最下面
0	来看教科书般的破防
1	同学们如果口腔溃疡频繁的建议还是去医院检查，我妈就是，她去医院查了之后，不是缺任何一种维生素，居然是缺蛋白质！！从那天开始她坚持每天一个水煮蛋，从此远离口腔溃疡
1	我是小丑典太典了
1	哪里编来的故事，差点信了
1	稳了可以去考试了
1	可是糖好多啊
1	新型学习方法
1	我回了很多优秀示例啊啊
1	粉的好喝就喜欢酸酸甜甜的我上学天天喝
1	浪漫奔向了我
1	评论区让“地崩山摧壮士死，然后天梯石栈相钩连”有了画面感，好可怕
1	妈呀好典好典
1	我觉得这出轨方法可以
1	无糖无糖！！！！
1	我一直希望有这样一个机器，把树丛里的垃圾全部吹出来，打扫的干干净净。
1	我发誓，这是我最后一次上当
1	有的人是天生桃花旺，我感觉自己长得一般，就是身材好，声音甜。
1	我想起来我去办身份证，户籍民警问是不是丢了，我说不是，需要换一张，丢失比更换便宜20块，，
1	我也刷到了好多这种
1	说真的，有素养帅哥真的会去搭讪吗？更别说条件也好的那种。美女千千万，帅哥屈指数
1	别说真让我记住了这个单词
1	姐你太可爱了哈哈哈哈
1	除了糖太高了，无糖版，太期待了
0	这个头发一看就好贵
1	吃一堑又吃一堑再吃一堑
1	是的，汶川那年，我记得当时宣传语就是帮四川卖柠檬
1	我治溃疡特好用
1	不骂脏话但是怼的非常舒适啊啊啊啊姐妹你太棒了情绪好稳定要我这样肯定第四张就开始骂骂咧咧了
1	哈哈哈哈太典了
1	有没有可能是男生自己太一般了，他自己知道配不上，不是说他不想，是知道追不到
1	我也拍过！！老大的雪点子
1	我跟女孩子搭讪也不太会搭讪这类的御姐型，哈哈哈哈，我喜欢甜妹！
1	人类..非常渺小
1	是不是可以到药店买瓶吃吃？可比这个划算多了
1	好爽好会骂乳腺都通了
1	很明显对面破防了
1	草我还看完了
0	交警不可能会放过你有执法记录仪的
0	我也看到过类似的
0	哎哟喂我就爱看这种场面
1	懂了，以后给宿舍囤点
1	太好笑了来疏通乳腺
1	用啥拍的啊这
1	太典了，典中典，建议编入教材
1	不是你来真的啊
0	话说这种头发悟空得超级赛亚人几才有的？
1	亲娘嘞这男的……
1	还是那句话，骗我们可以，别把自己骗了
1	妈的，明天我就去搞两箱素素素素素素素
1	《倒反天罡》
1	有时候有些人太拎不清，我也会很直白的说，但是也要看人，有些人太滑头的话就不敢说
1	真的是这样我就不怕外人了我家庭条件就很一般但是刚认识我的朋友看我头发都以为我家庭条件很好
1	感觉一直在同语反复
1	我真的有点溃了
1	大爷的，敢耍老子
1	我的规矩就是规矩
1	头皮发麻，好恐怖
1	感觉被知识强奸了
1	水溶100兑冻干咖啡喝
0	真的，。
0	《上来一波深情人设》
1	我发现真的是这样，好像日子过得越是不好的，在婚姻经营的越是差的，越希望别人结婚时有人说相当于水鬼拉人下水。像那种过得很幸福的人，她都不会提这事儿。
1	我也有！考科三的时候最后侧边停车，因为我没怎么上课不是很熟悉，停下之后我就愣了一下子忘记解安全带，我就看安全员死死盯着我的安全带，我才一下子反应过来解了安全带开门，最后就满分一次过了，很感谢他！
1	嘴巴里面溃疡好几天都没搞，知道了马上去买两瓶
1	等这一切都被你了解十指错落相牵
0	你肯定听不懂
1	我好认真的看完了！！！
1	可要不吃水溶，天天吃药片，停药应该也会有不良反应
1	我女的看到潮男，也不敢说话呀！
1	太棒了，今天又学了一个新单词
1	笑死，上海根本就用不上
0	莫非你就是，西门吹雪？
0	我喜欢西柚味的
1	这下分不清是谁该汗流浃背了
1	地裂后合上这个我看过，好恐怖，不过这个哭喊声
1	先开始没看懂后来悟了
1	笑死，骂得好
1	可是我真的很喜欢
1	和雪小姐先生握手
1	好损不过好爽
1	网上确实能学到东西
1	人在自然面前真的很渺小
0	为了那短暂的一阵哆嗦，就要卖苦力一个月，不值
1	我喝它嗓子痛
1	我也想问，但感觉100也不需要打广告啊
1	我靠有点可怕
1	人类在大自然面前好渺小好脆弱
1	他们觉得自己配不上
1	我男朋友出车祸他骑的电动车别人赔他修车子钱保险问他多少，他实话实说，保险说才这么点给你转509吧
1	作者你的字写的好好看呀，我好喜欢，这个是什么字体捏
1	他急了他急了
1	喝了感觉太甜了，如果为了维去狂喝饮料摄入这么多糖分有点子不划算
1	姑妈：漏风就不结了？
1	一点不骗人，我听完这首歌的时候，就想等我结婚的时候放这个
1	口腔溃疡真好
1	好喜欢姐妹的嘴
1	亲可以给我个模版吗
1	关键是为什么一定要去搭讪啊，现在的人不搭讪才是常规操作吧，谁穿的亮眼顶多就看几眼。
1	骗姐妹可以，别把自己给骗了，姐妹顶多就是被骗骗，后面的忘了
1	笑死了太典了
1	校长只是工作，不代表人品
1	经历过汶川但是太小记不清了，还有一次5级，当时往厕所跑根本走不稳差点摔一跤，周围全是哐哐哐的巨响，当时真的吓得浑身发抖
1	昨天刚喝了一瓶
1	跟他聊天简直浪费生命
1	可恶我还害怕旁边的人看到我在看什么
1	来看太精彩了
0	我用扫床的扫把扫的，省钱
0	齁甜。。我选直接含
1	前几天去水果店买柚子拿了三个问店员酸不酸店员说对你拿的是三个我又问我知道三个酸不酸店员说对就是三个仨就是三个脑子没转过来就买了买回来巨酸
1	我就说上网能学到真东西吧
1	这么整我好怕，因为我高中很多男的也这样
1	恩我也是的老实又死板的孩子小时候摘瓜第一次考试作弊都被抓了哈哈直接扼杀了我做坏事的心说到底还得感谢他们是不
1	呜呜呜真的好浪漫呜呜呜呜呜呜
1	啊这就破防了
0	我奶奶说，每个女人都要结婚生孩子的，说到了30岁之前尽快完成任务笑死我了，她丝毫不想，自己年轻的时候我爷爷走了，她一个人带大了一儿一女，我姑姑也劝我谈恋爱结婚，她老公年底就要法院判了，我可不想到时候远嫁还要一个人带孩子
1	一个老太太到处哭丧，然后一边哭，一边摸人家身上的财物
1	哈哈，蜜雪那个是真的，我是真掉地上了，真给我打了一个
1	不加糖会酸到呲牙咧嘴流口水
0	突然觉得没有烂桃花真的是一种幸运遇到这种男的可以恶心我好几年
1	男孩的话，叫姜云升的小老公吗
1	等着拿通知书吧你
0	一会儿就下楼买一瓶
1	好酷反应很快嘴很好用
1	09年读初中那会喝了好多这玩意贼酸
1	救命我当时哥哥没安利我的时候我第一次听到这首歌就在想婚礼可以用这个
0	前奏一响已经坐在姜哲的车上了
1	接这样男朋友
0	只说对了一半
1	啊？！我上大学的时候不是这样刷题的
1	下午就看过咯
1	不上班不动脑头发也顺了
1	想起怀孕的时候什么都吃不下，就靠它续命了
1	上个月我仔在学校发烧，着急忙慌的没戴头盔，让交警拦了，我说孩子学校发烧一急就忘了，年长的问头一回啊，还扯了扯旁边的小年轻，我立马说是的，年长的说，孩子生病也得注意安全，念你初犯，把头盔戴上走吧，莫慌，注意安全
1	长途车防晕车必备，每次坐可能超过一个小时的车都会带一瓶，尤其是那种机场大巴一类的车
1	原来我喝完醒酒很快是因为我用水溶兑酒喝。。，，，。。
1	啊这就学习了我还认真的看它的翻译呢
1	想到我们高中不给点外卖，保安说詹姆斯说不能点吃的，如果我们点的是奶茶保安就不管我们了
1	哇塞这个雪跟粉末一样我们这下的雪都是水呼呼硬邦邦的
1	哈哈哈哈笑死
1	他起码得追过你再说这些吧啥也没做有啥好破防的
1	感觉就是那种的一声巨响在天边爆开，我今晚上就听到了坐标新郑
1	漫天星辰都落到脸上，霎那间仿佛穿越时空，在宇宙中遨游
0	他破防得很教科书
1	是大家的仙女姐姐
1	细软发质，软是软就是显少。拒绝染烫发质就不容易差
1	我都兑水喝……阳的时候一天喝一瓶兑一升水
1	我想知道这头发怎么做的
1	只要我今天心情不好我就打开你这个贴看一次笑一次
1	明天就去喝，我怀疑我口腔溃疡就是缺维
1	什么？！竟然可以像文案里一样这么冷静沉着事业心，好厉害，我要向你学习！
1	兑速溶黑咖啡粉，贼好喝
1	所以敬畏万物
1	怎么说呢，能睁一只眼闭一只眼的根本就不会问你，说出来的基本就是不能变通的，别什么都想着暗示，倒查起来就是敲掉别人家的饭碗，别说没有那么严重，只是没到时候，就像白粥姐，引起了多大的影响
1	感觉是喜欢的类型不同，喜欢娇小甜妹的就不愿意搭讪这种，喜欢很飒的就不愿意搭讪甜妹，还有喜欢御姐类的等等吧
1	他是不是在改答案
1	一样的，我们左氧用避光袋，有的病人嫌看不到就会自己撕开，你在病房撕我不管你，你要是在我面前说这个看不到撕了吧，我肯定跟你说不可以
1	好好好！学到东西了
1	所谓的规矩是死的，人是活的
1	这个我都是和无糖养乐多再兑气泡水就好喝多了
0	我妈会说，为什么要离，你忍着不就行了
1	博主还可以耐着性子和这样的人说话好难的
0	第一页第三个掉到地裂里头不会立马就死亡的吗
1	明天飞去学校篡改答案
1	答案怎么错这么多呀，什么破答案？扔了吧
1	哎太可怕了大自然
1	真是一场酣畅淋漓的对答案
1	还好，这个单词我认识
1	想补维吃维片不得了
1	我有一次给我爸买鞋，小了退回去，不知道那快递哥搞什么，寄了两个油壶给商家去了。
1	其实小时候挺爱喝的，但不知道为什么现在街边的大小店都看不到了！
1	西柚味的还挺好喝的
1	你好可爱啊，这是你第一次犯吧？不是
1	他妈的我也要被浪漫死了，最喜欢这种发浪漫的疯的人
1	现实中真正将搭讪付诸实践的本来就少吧
1	被女生搭讪才值得炫耀男的搭讪我一整个后退大动作
1	还好我有长文恐惧症，直接看最后一句
1	公交司机那个，我们就算刷了没刷上，司机也会大声叫你过来再刷一遍。
1	我靠我这批毛
1	我结婚开场也放这个
1	好好好我明天就去买
1	宝宝你怼得好牛，。学习，。
1	祝我们人类早日发明出成熟的反重力悬浮装置以后大家都生活在天空之城可以避免很多很多的天灾人祸比如地震海啸堵车等等都不再是个问题
1	请问这种头发怎么保养的！
1	哈哈哈哈姐妹你说话好顶向你学习
1	半佛，小红书也能看到你！
0	草我刚刚也刷到了
1	上火冒痘喝一瓶痘痘两天就消了
1	这种像是你高攀不起的那种，日常花销也大，养不起
1	昆明二环内禁摩，前年我骑摩托车上了高架，被交警拦下，查我驾照，问我是不是来昆明旅游，（实际牌照是昆明的，我是车主）我愣了两秒，回答他是，他开了警告罚单，没有扣款，也没扣分，让我走了
1	没想到吧是知识
1	其他的我不知道，反正抑制恶心是真的
1	这个世界终于疯了
1	我一直以为地震就是山上石头掉下来
1	审题，这女的邀请的，然后还关门，我觉得算是，但也不好说吧，毕竟这年头仙人跳也有这种套路，防不胜防
1	当时我也是不理解，失踪人口多少多少，又不是大海，废墟搬来开就要找到尸体了，怎么会失踪？现在明白了
1	就这浮雪扫两下子完事了，整这麻烦
1	我试试沙尘暴能拍出来这种感觉不
1	我对象上次喝白酒喝多了躺床上憋半天就给我说了一句“想喝水溶...”然后就睡过去了
1	浪漫主义者们就该一起做朋友！！！！太喜欢太喜欢太喜欢这种感觉了要疯啦
1	喜欢喜欢喜欢这个我们结婚做个这个吧我真的好喜欢这首歌
1	你的手好好看
1	这种头发怎么卷的
1	以前对厦门很憧憬，去了一次之后我就再也不想去了,但是有些城市，我去过之后就还想再去很多次
1	还有吃肯德基和吃饭，都有人搭讪请吃饭，肯德基遇见的是位导游。这些都是我亲眼所见，没半点吹嘘，就是这么神奇。
0	小丑照进现实
0	姑妈:人不能只贪图享乐，不想吃苦
1	？？我不是在吃饭，还捅一下我脑子？？
1	反向思维，学到了
1	这种人就不应该通过
1	我都是用没用的会员卡刮玻璃
1	好喜欢你的嘴唇呀，姐妹！它看着好性感！！！！感觉好好化个妆挺好看的呀，要自信！！！
0	泡腾片含钠超高超标，人每天不要超过1000，它直接顶三分之一那不是完全足够了？不需要顶着1000去摄入啊，每天建议摄入量就是100，这不就是翻三倍了？可见泡腾片和钠过量超标
1	可恶，又学到了
1	哈哈哈，我看到那儿也笑了
1	是个好借口我宫寒生不了
1	碎片化的阅读习惯没能让我细细读完，但感觉你写的好
1	哪有这么多土狗表情包啊
0	我也遇到过还发和女朋友舌吻的照片给我看，给我恶心得，还喊我加微信聊天，免得被女朋友看到了
1	我喝这个吐酸水
1	我试试下雨天能不能拍出来这种浪漫
1	我平时喝饮料就只喝这个和脉动，因为我研究过它的成份表
1	以后就这么对答案
1	搭讪看着就高冷的女孩的男人，普遍都是特别自信的那种
1	好几天没拉屎了，刚刚喝一半瓶，一下就想拉粑粑了
1	这就是昨晚我说的，原则上是不行的
1	小的时候我记得好像出过事啊
1	裂开还能合并？
1	直接吃维片不就好了，这个不含糖，的那种，两块钱60片。泡腾片还是贵的。吃水溶100主要还是好吃，享受糖的味道。
1	我就说上网能学到真东西
1	你好酷啊啊啊啊姐妹我好喜欢你每日学习姐妹心态！
1	姐好会说话，教教我
1	我给你抖音艾特了的
1	补尿素！！！！
1	一点都不黑暗还出奇意外的好喝
1	那我们去哪里看？我家人会同意吗？
1	教科书式破防
1	我都不用看就知道是单词
1	这吹风机可不便宜
0	艾特我干嘛艾特妈啊
0	哈哈哈太爽了姐妹我高中的时候也是有个男生说喜欢我天天给我发消息我烦得要死直接给拉黑了
1	宝贝笑死我了
0	希望你能穿成这样
1	我12年去了太行山大峡谷，看见那些山的时候好震撼，无法想象当时地壳板块撕裂是什么画面。
1	知道了明天开始喝
1	最后一句笑死我了怼得太好了
1	你玩好久了该换我了
1	这个答案真是的错这么多
1	这答案正确率有点低啊
1	真不如买个大棉被盖上
1	必须安排她阅我的卷
1	我是多么的爱学习才会刷到
1	口腔溃疡，午睡前喝一瓶，晚上睡觉前，喝一瓶，一天就好
1	我小抄掉地上老师捡起来给我我现在都觉得特别愧疚，老师这么好我竟然不好好学，后来不管什么课，宁可考不好也不作弊
0	大概率一次性的
0	你要说我户想想发漏昏
1	他一开口就踩我雷点了
0	但是它糖分太高了
0	有道理，证明你妈是你妈
1	被骗到了！！
1	那个给帅哥当小妈的我也觉得很好笑没人觉得吗！！
0	都是我们身上的，你腿短就行，妈呀也太会了，我这脑子是白长的，一点不带内耗雌竞的
0	我无语………
0	那是发旋每个人都有的，，，，，，，，。。
0	谢谢，物理根本找不着答案捏
1	啊我考试就是这样选，刚刚你选的时候，和我自己在脑袋里蹦出来的一模一样
1	没有灵魂应该叫“打”，四声
0	这样操作是有啥好处吗？不懂就问
1	喝这饮料喝了五六年了
1	知识以一种奇怪的姿势进入了我的大脑
1	那不就公事公办让你等着人回来再来咯
1	好好好，我下次也这么改感觉嘎嘎愉快
1	南方的稀有雪手扒拉两下就没有了
1	姐妹我觉得你这样说话比直接骂脏话更有杀伤力
1	阳了没水果同学5瓶100嗓子一下没疼！一天即好！
1	这个姐妹太会说了
1	考科二我是复考，听力也有障碍，也紧张，不知道开始没，陪考员全程不说话就咳一下头往外看，我就开始下车绕车
0	你直接开群体炮吗
1	有資源的成功人士或其後代自然不愁認識人，如果你不是有什麼資格認識人離我遠點這樣
1	我说怎么那么酸
1	会搭讪的人不会去分辨对方也不会掂量自己的
1	笑死我了，我平时要是这样我也不明白什么意思，我当时脑子转的可快了
0	他娶不到老婆了，开始广撒网了，发现你是他追不到的，他开始破防了
1	对，好像是合成一座山了。
1	这答案答得真差～哈哈哈哈
1	虽然但是我觉得你这种怼法真的爽到我要是是我恐怕怼不回去自己嗷嗷委屈
1	受不鸟了又被骗了
1	你是懂考研的
1	好勒，记得帮老板洗好车哈…
1	我天，离了吗？
1	我感觉这个能溶解酒
1	他聊天精准的踩了每个雷不过如果不踩你应该对他也没意思吧
1	好看就得上去搭讪吗？我同意这个男生说的，审美不一样而已。我喜欢日系风格，我朋友说像老太太风，难道就会影响我喜欢日系吗
1	本人从来没人搭讪
0	被大地吃了，好可怕
1	水溶这么厉害
1	就是下雪啊！啊！不是吗？
1	我也是！最喜欢在路灯下仰头看雪
1	他完全破防了
0	呜呜呜烦人都离我远点，别烦我了
1	正经姑娘被搭讪的几率会更低，无论你什么层次，正经人都不会轻易去搭讪
1	笑死了破防了
1	我刚也刷到了
1	突然想起来我地理第一张选择题全对老激动了，第二张选择题全错，还对了好几遍
1	因为很多话不能明说，只能暗示，那对方要听不懂就没办法了。
0	电量够吹干一次的吗
1	喝多尿结石吗
1	对面破防得好搞笑哈哈哈
1	北京雪好大，天津就薄薄一层
0	姐你这个如果叫不会骂人那我嘴就是白长了
1	一定！一定是答案错了！
1	背影这么有气质
1	康复新液绷不住了哈哈哈哈
1	悟了今年上岸
1	说真的有一次我上颚感觉不舒服想感冒一样喝了几口感觉就好了，
1	我就说小红书上可以学到真东西吧
1	姐妹儿说话我是真喜欢
1	最近好多这种歹毒的知识
0	我看大家都回
1	张万森，下雪了
1	去吧去这样复习吧
1	想到我爸开电动车没戴头盔，交警问你是第一次吗？我爸说不是。结果原本罚二十，最后罚了五十。
1	我男友犯口腔溃疡的时候喜欢喝这个，能缓解很多
1	疫情期间，去旅游。不是很严重的地方。但是因为那时候部分地方严控，就打电话问要不要7天内核酸证明，问了酒店和旅游局都说要。去到发现压根没人查，就是说，你问就是要。
1	看评论区感慨中国就是老实人多啊
1	口腔溃疡时喝这个！喝完之后喝水
1	因为维太多了
0	这条是不是软广告
1	妈妈让我结婚，我说我想活着（妈妈结婚前一百多斤结婚后只有九十，我现在80估计结了婚只剩排骨了）
1	这就不得不提我以前上学的时候有次坐公交车，一直投一块钱，有一次坐要投两块的我人都傻了，就只有一个硬币，然后司机师傅说先上来先上来，我丢了那个硬币就往后面跑了
0	科目三给钱都有提示
1	冷知识:参考答案可以改
0	你应该给杨毅看
0	暗示你赶紧走
1	包括单位事情，有些事你自己想明白了其实不要跟领导，你说了他同意就是他的责任，有规定所以他是不会同意的。你不说出事了你自己担着就行。
1	我只是喜欢它酸。。
1	会了准备考试
1	是的，我老公追我的时候说以为追我的人会有一个连，其实并没有，别人都觉得我性格又高冷又爱玩，应该是到处喝酒的那种，可我酒精过敏，我压根不喝酒，下班就回家
1	我刚打开小红书
0	上了无数次当了，我真的超级认真看前面的
1	我有一个疑问，之前骑摩托走非机动车道被抓了，要罚款，人挺多的，因为大家也不是排队，就是围在交警旁边，我站在前面一直不处理，还是我自己问的
0	哈？这，。
0	我姑妈自己女儿都离婚了，还一个劲给我说结婚结婚
0	配不上，远远看看就好
1	结婚阶段和恋爱阶段是两个不同的择偶观念
1	5果然快刷到冬天的视频了
1	姑妈是姑姑嘛
0	会喊你写承诺书
1	我和我外公外婆去东北去旅游，一个景点老年人免票，但需要证件证明，我没带我外婆身份证，景点的负责人员看了我外婆一眼，说进去吧进去吧，我还傻愣愣的和他说没带身份证，他直接就快挑明了：我让你进去你听不懂吗？
1	轰隆隆的声音
1	不像吗？那个雨夜回宿舍的路上
1	好好看，你结婚可以用
0	我个人觉得路上搭讪的绝对不会是好男人
1	怎么着准备考研已经疯了是吗
1	用对方法科科满分
1	国内飞国内的安检一般不要紧的，对飞国外或回国的比较严。我之前带了漱口水，他也没叫我扔掉
1	你说结婚男的要给彩礼吧女的要备嫁妆吧你能帮我吗都帮不了我所以不结
1	狠狠爱了！我也会有！你也会有！
1	拿下我说，答案全错
1	好爽啊我去，姐妹你好会！！！
1	我感冒的时候会喝
1	全方位无死角立体机动破防
0	好我也生气了
1	看你的，这个芝麻糊一定非常好吃
1	有生之年第一次在同一个视频里听到阿诺李亚强和康复新液美洲大蠊
1	有些事情不能问，你要问那就是不行
1	我的口腔溃疡一瓶就好了
1	晕车的我每次都喝这个
1	有的不敢搭讪有的男的会搭讪但是也会觉得配不上你当然也有男的会搭讪会跟你聊天
1	印象中总是被姐姐们要微信
1	所以刘亦菲说她没人追是真的
0	绝了绝了这个
1	谁懂啊真的不是每个暗示都听得懂
1	这个头发烫着感觉挺好看。
1	这一定是在西门
1	真正的订正答案
1	自己一个人真的很没有烦恼
0	说到后面怎么还开始了
1	可能有些气运开始变了
1	答案考的可真差
0	好典……让我想起了之前认识的某个精神短发想吐了
1	知识用一种歹毒的方式进入了我的脑子
1	没有兜兜转转还是你，只是挑挑拣拣没人要，到处撒网
1	这种是渣男的人，不是我们的
1	这不得厉害鼠
1	你这个情况没带扣的更多啊姐妹…………
1	好浪漫啊可惜廣東從來都沒有雪
0	真的没必要为了这种多费口舌
1	学生老是问我是不是必须用这个软件，问就是要
1	经历过一次4.9级的地震人在五楼没听见地下的声音就是突然楼开始晃桌椅疯狂抖动那种晃的程度感觉房子随时会倒
0	我觉得你已经骂得很好了我看过更多例子是装傻充愣或者不认戳破的
1	汶川地震太小了不太记得，记忆很清楚的是雅安地震。那个早上整个房子都在晃动，外面传来轰隆隆的声音，像很多台大型机器共同工作的声音。我和奶奶跑下楼看到窗子被压弯再掰直，掰直又压弯，房子上下左右摇晃，摇摇欲坠
1	第1000条评论给自己
1	大家可以看看河童之夏，小河童因为地震被埋地底很久以后从地里出来到现代社会的故事
1	我的乳腺很舒服姐你太会说了
1	能抽烟吗，服务员:不能。拿个烟灰缸，服务员:好的稍等
1	有个人拿着文件去找前台，前台说：必须本人签字。那人说：他不在。前台：你出去找本人签字那人：他不在我怎么找啊。前台：你出去（其实潜台词就是让他代签）
1	看起来不差钱、高冷大美女很少人追的，因为一般人没那个贼胆
1	说个提话题，我妈说我头发长了，赶紧去剪打薄，这些年基本都是这样。30几才觉得不要打薄。
1	气急败坏的样子真是搞笑又可怕
1	姐妹，杀伤力最强的不是脏话。
0	说实话这头发看着比她一身行头加一块都贵
0	哈哈吸引更優秀的
1	难喝嘛还好吧
0	那句话是大姐讲的
1	妙啊周日法考兑一瓶水溶+健力宝+红牛妈妈再也不会担心我考到一半饿了
1	为啥不直接和维片
1	我没自己卷过，一次被理发师卷了一个老十岁的(后来再也没去过)，一次被化妆师卷出一个特别好看的维持到洗头，这个可能太看手了
1	啊啊啊啊好耳熟的配乐什么来着什么来着
1	我如果觉得嗓子疼，鼻子干初期感冒症状，灌一瓶水溶绝对能行
1	南方人投来羡慕的眼光
1	原来这么厉害
1	好好好，明天马上去买
1	2008年左右4块钱一瓶对于我来说简直是天价但是一天能喝一瓶感觉超级幸福
1	全程表情包，一个一个截
1	嗯.艾特我直接划到最下面看单词了
1	生气了我很期待后面
1	坐标成都。没听到啥声音，楼一摇，全部人都往楼下跑。然后看到高楼大厦在空中晃悠。地震结束后下了几天雨，地方电视台都是黑白色，播报四川各地地震伤情，那段时间感觉天塌了
1	看起来好解压
1	我没管，蔬菜水果吃少的那天我会来一颗
1	原来我一直都用错了答案
1	大学里面请假，真的太老实了明明都没课还找老师请假然后写请假条，还得拿到办公室，发现格式不对，又重写太麻烦了
1	为啥这个雪在上面不会结块成冰呢
1	尼玛睡前刚看。我笑死了我俩重合率得有80%吧。
1	四个人怒省320门票，感谢那个小哥
1	我昨天也刷到了。
1	哈哈，我有段时间可爱喝了，朋友们觉得我口味重
0	我也反应不了一点
1	卡曼橘味最爱
1	强者改变环境诚不欺我
1	说不定都是被埋在地底
1	，气死老子了
1	然后那个搭讪的男的说我卡里有20能不能加个微信他喝多了他朋友一直拉他走还给我们即兴了一段我印象贼深刻
1	我建议喝掉三分之一再兑水兑满就不甜了
1	刚刚准备破防
1	啊呀姐妹把嘴借我
0	这个波浪好像我前任……扭过来！
1	是，结婚以后很麻烦，各种关系要处理，晚婚晚育挺好的，要遇到真心爱的人，才有勇气面对婚后的鸡毛蒜皮。
1	好好好啊好啊
1	你怎么这么会聊天看的我爽到了
1	我感觉你这个骂人更高级嘴能不能摘下来接俺用用！虽然直接骂也很爽！但是这个也超级爽！！！
1	准备去买一瓶
1	这广告做的我是想先买两瓶了
1	可能眼睛比较好看
1	突然发现指鹿为马是这个意思
1	你人真的乖好的要是我说不聊两句可能就拉黑了这种没意义捞不到钱也没关系和利益的聊天还是少一点吧
1	但是,口腔溃疡是缺维生素群
1	对这个建议不要慌报，逃票很严重
1	是了那天下雪，我回宿舍雪下的很大，真的就非常的有氛围感
1	我前两天也是有个同学分组的人要加我微信（我以前没备注）然后问了名字不认识，问他干嘛他说认识一下我就再没理过基本都是这
1	当初我也应该发个朋友圈
1	学到了学到了
